index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude,city_lower,solar_potential_score,outage_risk_score,facility_score,final_score,rank
2476,alzheimer society of durham region,community support service,Ambulatory health care services,Province of Ontario,,419,king street w,L1J2K5,oshawa,on,,Oshawa,3518013.0,35,43.88944965,-78.87895794,oshawa,0.2,0.6190865104288225,0.5,44.26,279
2491,alzheimer society of ontario,community support service,Ambulatory health care services,Province of Ontario,,1200,bay street,M5R2A5,toronto,on,,Toronto,3520005.0,35,43.66999639,-79.38985879,toronto,0.001483792429100099,0.39738435360075713,0.5,28.45,781
2501,alzheimer society of toronto,community support service,Ambulatory health care services,Province of Ontario,,20,eglinton avenue w,M4R1K8,toronto,on,,Toronto,3520005.0,35,43.70669329,-79.39948989,toronto,0.0008112481373691814,0.30759143772893127,0.5,24.83,868
2503,alzheimer society peel,community support service,Ambulatory health care services,Province of Ontario,,60,briarwood avenue,L5G3N6,mississauga,on,,Mississauga,3521005.0,35,43.56089946,-79.58102284,mississauga,0.2,0.8704763921514789,0.5,54.32,209
2504,alzheimer society peel (central west lhin),community support service,Ambulatory health care services,Province of Ontario,,60,briarwood avenue,L5G3N6,mississauga,on,,Mississauga,3521005.0,35,43.56089946,-79.58102284,mississauga,0.2,0.801329955259007,0.5,51.55,241
2513,amica at bayview,retirement home,Nursing and residential care facilities,Province of Ontario,,15,barberry place,M2K1G4,toronto,on,,Toronto,3520005.0,35,43.766395,-79.38399909,toronto,0.0016456761492897698,0.4810484660525843,0.8,39.3,347
2514,amica at bayview gardens,retirement home,Nursing and residential care facilities,Province of Ontario,,19,rean drive,M2K0A4,toronto,on,,Toronto,3520005.0,35,43.76720841,-79.38241549,toronto,0.0016456761492897698,0.3442605038129273,0.8,33.83,583
2515,amica at brampton,retirement home,Nursing and residential care facilities,Province of Ontario,,223,main street s,L6Y6H1,brampton,on,,Brampton,3521010.0,35,43.67006457,-79.7398157,brampton,0.2,0.8045707643699853,0.8,59.18,140
2516,amica at city centre,retirement home,Nursing and residential care facilities,Province of Ontario,,380,princess royal drive,L5B4M9,mississauga,on,,Mississauga,3521005.0,35,43.58723066,-79.64714336,mississauga,0.2,0.9647668596111509,0.8,65.59,49
2518,amica at erin mills,retirement home,Nursing and residential care facilities,Province of Ontario,,4620,kimbermount avenue,L5M5W5,mississauga,on,,Mississauga,3521005.0,35,43.54959005,-79.71614718,mississauga,0.2,0.8598350825776508,0.8,61.39,103
2521,amica at oakville,retirement home,Nursing and residential care facilities,Province of Ontario,,160,bronte road,L6L3C1,oakville,on,,Oakville,3524001.0,35,43.39473282,-79.71469797,oakville,0.2,0.9917865484443052,0.8,66.67,29
2523,amica at swan lake,retirement home,Nursing and residential care facilities,Province of Ontario,,6360,16 avenue,L3P7Y6,markham,on,,Markham,3519036.0,35,43.89526623,-79.25243066,markham,0.2,0.08058445328370674,0.8,30.22,718
2524,amica at the balmoral club,retirement home,Nursing and residential care facilities,Province of Ontario,,155,balmoral avenue,M4V1J5,toronto,on,,Toronto,3520005.0,35,43.68422839,-79.40018149,toronto,0.0005714885597751529,0.37625101412926065,0.8,35.07,530
2525,amica at thornhill,retirement home,Nursing and residential care facilities,Province of Ontario,,546,steeles avenue w,L4J1A2,vaughan,on,,Vaughan,3519028.0,35,43.79438891,-79.43905361,vaughan,0.0010827188407223488,0.05,0.8,22.04,894
2526,amica at unionville,retirement home,Nursing and residential care facilities,Province of Ontario,,34,main street unionville,L3R4Z8,markham,on,,Markham,3519036.0,35,43.85638152,-79.31000908,markham,0.2,0.05,0.8,29.0,758
