index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude,city_lower,solar_potential_score,outage_risk_score,facility_score,final_score,rank
3135,cheshire homes - peel cheshire homes inc. (brampton),community support service,Ambulatory health care services,Province of Ontario,,156,murray street,L6X3L7,brampton,on,,Brampton,3521010.0,35,43.69888777,-79.78024741,brampton,0.2,0.6806984431748605,0.5,46.73,271
3136,cheshire homes - peel cheshire homes inc. (streetsville),community support service,Ambulatory health care services,Province of Ontario,,361,queen street s,L5M1M3,mississauga,on,,Mississauga,3521005.0,35,43.57605736,-79.70511818,mississauga,0.2,0.8216806111249563,0.5,52.37,229
3138,chester village,long-term care home,Nursing and residential care facilities,Province of Ontario,,3555,danforth avenue,M1L1E3,toronto,on,,Toronto,3520005.0,35,43.6936488,-79.27484865,toronto,0.0003856420338784042,0.2921135460830774,0.8,31.7,659
3140,chiefs of ontario,community support service,Ambulatory health care services,Province of Ontario,,468,queen street e,M5A1T7,toronto,on,,Toronto,3520005.0,35,43.65697389,-79.36050608,toronto,0.0010463855571470814,0.45606461568191103,0.5,30.78,699
3145,chinese family services of ontario,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,3330,midland avenue,M1V5E7,toronto,on,,Toronto,3520005.0,35,43.80799722,-79.28979207,toronto,0.002441312168501123,0.30566304197028327,0.8,32.31,639
3152,chirs,community support service,Ambulatory health care services,Province of Ontario,,62,finch avenue w,M2N7G1,toronto,on,,Toronto,3520005.0,35,43.77882471,-79.42092451,toronto,0.0009319543163909924,0.46607329085061344,0.5,31.18,689
3155,christie gardens,retirement home,Nursing and residential care facilities,Province of Ontario,,600,melita crescent,M6G3Z4,toronto,on,,Toronto,3520005.0,35,43.67304599,-79.4223122,toronto,0.0005653727863530085,0.41242872328921903,0.8,36.52,474
3157,churchill place,retirement home,Nursing and residential care facilities,Province of Ontario,,345,church street,L6J7G4,oakville,on,,Oakville,3524001.0,35,43.44942594,-79.66593136,oakville,0.2,0.9053925681202253,0.8,63.22,81
3158,cilt (centre for independent living in toronto) (df),community support service,Ambulatory health care services,Province of Ontario,,365,bloor street e,M4W3L4,toronto,on,,Toronto,3520005.0,35,43.67192409,-79.37797418,toronto,0.0014893402435249875,0.3174657502185111,0.5,25.25,858
3159,circle of home care services (toronto),community support service,Ambulatory health care services,Province of Ontario,,4211,yonge street,M2P2A9,toronto,on,,Toronto,3520005.0,35,43.7481786,-79.407177,toronto,0.00260788168159713,0.33892986174320194,0.5,26.15,836
3167,city of mississauga -the next step to active living program,community support service,Ambulatory health care services,Province of Ontario,,2233,south millway drive,L5L3H7,mississauga,on,,Mississauga,3521005.0,35,43.542555,-79.684402,mississauga,0.2,0.8430438434340263,0.5,53.22,219
3176,city of toronto,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,277,victoria street,M5B1W2,toronto,on,,Toronto,3520005.0,35,43.65654429,-79.37938038,toronto,0.001825855253902332,0.4620478414924261,0.8,38.55,383
3177,city of toronto - long-term care homes & services - supportive housing,community support service,Ambulatory health care services,Province of Ontario,,55,john street,M5V3C6,toronto,on,,Toronto,3520005.0,35,43.64609738,-79.38896939,toronto,0.0015115066305944143,0.4290972634507419,0.5,29.72,729
3178,city of toronto cummer lodge,community support service,Ambulatory health care services,Province of Ontario,,55,john street,M5V3C6,toronto,on,,Toronto,3520005.0,35,43.64609738,-79.38896939,toronto,0.0015115066305944143,0.46617697419834825,0.5,31.2,688
3181,city of toronto  castleview wychwood towers,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,M6G3C3,toronto,on,,Toronto,,35,43.6548253,-79.388447,toronto,0.0015115066305944143,0.4608532932263268,0.8,38.49,385
3182,city of toronto  fudger house,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,M4X1K6,toronto,on,,Toronto,,35,43.6548253,-79.388447,toronto,0.0015115066305944143,0.46784670458055005,0.8,38.77,371
3186,city of toronto  true davidson acres,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,M4C5M8,toronto,on,,Toronto,,35,43.6548253,-79.388447,toronto,0.0015115066305944143,0.3664714432602672,0.8,34.71,548
3191,clarendon foundation (cheshire homes) inc.,community support service,Ambulatory health care services,Province of Ontario,,10,overlea boulevard,M4H1A4,toronto,on,,Toronto,3520005.0,35,43.703519,-79.35245538,toronto,0.0012699247024831875,0.3226395861543387,0.5,25.45,852
3195,closing the gap healthcare group inc.,community support service,Ambulatory health care services,Province of Ontario,,2810,matheson boulevard e,L4W4X7,mississauga,on,,Mississauga,3521005.0,35,43.66542478,-79.59519885,mississauga,0.0009554843452694408,0.8877339545492061,0.5,48.04,262
3197,cmha durham,nurse practitioner led clinic,Ambulatory health care services,Province of Ontario,,60,bond street w,L1G1A5,oshawa,on,,Oshawa,3518013.0,35,43.89821385,-78.86653234,oshawa,0.2,0.6406502395611094,0.5,45.13,275
3199,cnib,community support service,Ambulatory health care services,Province of Ontario,,1929,bayview avenue,M4G3E8,toronto,on,,Toronto,3520005.0,35,43.7179585,-79.37770879,toronto,0.0016687150819918966,0.4457448892560932,0.5,30.39,711
3222,community care durham,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,20,sunray street,L1N8Y3,whitby,on,,Whitby,3518009.0,35,43.87165105,-78.91437355,whitby,0.2,0.5864413223769923,0.8,50.46,250
3230,community head injury resources services of toronto,community support service,Ambulatory health care services,Province of Ontario,,62,finch avenue w,M2N7G1,toronto,on,,Toronto,3520005.0,35,43.77882471,-79.42092451,toronto,0.0009319543163909924,0.4475533581886172,0.5,30.43,710
3245,conmed health care group  billings court manor,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L7N3N6,burlington,on,,Burlington,,35,43.3255196,-79.7990319,burlington,0.2,0.963668814892187,0.8,65.55,50
3253,constitution place,retirement home,Nursing and residential care facilities,Province of Ontario,,3051,constitution boulevard,L4Y2Z1,mississauga,on,,Mississauga,3521005.0,35,43.60446857,-79.59239015,mississauga,0.2,0.9724015184042593,0.8,65.9,45
3256,cooksville care centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,55,the queensway w,L5B1B5,mississauga,on,,Mississauga,3521005.0,35,43.57334286,-79.60968605,mississauga,0.2,0.9744461042699413,0.8,65.98,42
3257,copernicus lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,66,roncesvalles avenue,M6R3A7,toronto,on,,Toronto,3520005.0,35,43.64020808,-79.447311,toronto,0.0005360811180762712,0.4121301583851705,0.8,36.5,475
3278,costi immigrant services,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,1710,dufferin street,M6E3P2,toronto,on,,Toronto,3520005.0,35,43.67885409,-79.44368851,toronto,0.0004810327197383425,0.3660201538436125,0.8,34.66,552
3279,cota health,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,425,sherbourne street,M4X1K5,toronto,on,,Toronto,3520005.0,35,43.66516559,-79.37364258,toronto,0.0007787612394965262,0.3697996938394418,0.8,34.82,542
3280,cota health (toronto central lhin),community support service,Ambulatory health care services,Province of Ontario,,550,queen street e,M5A1V2,toronto,on,,Toronto,3520005.0,35,43.65746389,-79.35716348,toronto,0.0010463855571470814,0.420672472575884,0.5,29.36,738
3322,craiglee nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,102,craiglee drive,M1N2M7,toronto,on,,Toronto,3520005.0,35,43.706865,-79.25329325,toronto,0.0006390540160817554,0.39584983322317546,0.8,35.86,501
3325,credit river retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,175,rutledge road,L5M0X7,mississauga,on,,Mississauga,3521005.0,35,43.58094516,-79.71729218,mississauga,0.2,0.8692599645355312,0.8,61.77,95
3326,credit valley family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,2300,eglinton avenue w,L5M2V8,mississauga,on,,Mississauga,3521005.0,35,43.55907115,-79.70554618,mississauga,0.2,0.8252905723061126,0.5,52.51,228
3327,credit valley hospital,general,Hospitals,Public Health Agency of Canada,,2200,eglinton ave w,L5M2N1,mississauga,on,2200 eglinton ave. w. mississauga on l5m 2n1,Mississauga,3521005.0,35,43.5593496,-79.7032464,mississauga,0.2,0.8406970636912482,1.0,65.63,48
3329,creek way village,long-term care home,Nursing and residential care facilities,Province of Ontario,,5200,corporate drive,L7L7G7,burlington,on,,Burlington,3524002.0,35,43.39302822,-79.77985319,burlington,0.2,0.9143464929349376,0.8,63.57,80
3330,crescent hill place retirement,retirement home,Nursing and residential care facilities,Province of Ontario,,3,crescent hill drive s,L6S2P2,brampton,on,,Brampton,3521010.0,35,43.72163358,-79.7364305,brampton,0.2,0.7333930582149611,0.8,56.34,187
3333,cross toronto community development corporation,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,3345,dundas street w,M6P2A6,toronto,on,,Toronto,3520005.0,35,43.66546488,-79.48166312,toronto,0.0007407534103191053,0.3684056497903369,0.8,34.76,546
3336,crosstown family health team (formerly west park),family health team - contract,Ambulatory health care services,Province of Ontario,,1286,weston road,M6M4R3,toronto,on,,Toronto,3520005.0,35,43.68896429,-79.49550922,toronto,0.0010654627176851824,0.3717538479790322,0.5,27.41,805
3342,cummer lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,205,cummer avenue,M2M2E8,toronto,on,,Toronto,3520005.0,35,43.78816171,-79.4075617,toronto,0.001111524486172096,0.4308410502252239,0.8,37.27,437
3346,davenhill senior living,retirement home,Nursing and residential care facilities,Province of Ontario,,877,yonge street,M4W3M2,toronto,on,,Toronto,3520005.0,35,43.67423139,-79.38791859,toronto,0.001483792429100099,0.3256048177691749,0.8,33.08,619
3347,davenport perth neighbourhood centre,children's treatment centre,Hospitals,Province of Ontario,,1900,davenport road,M6N1B7,toronto,on,,Toronto,3520005.0,35,43.67068498,-79.45483721,toronto,0.0005682051393257585,0.3323052524843287,1.0,38.31,393
3348,davenport-perth neighbourhood & community health centre - css,community support service,Ambulatory health care services,Province of Ontario,,1900,davenport road,M6N1B7,toronto,on,,Toronto,3520005.0,35,43.67068498,-79.45483721,toronto,0.0005682051393257585,0.33846244550342147,0.5,26.06,840
3358,deerwood creek care community,long-term care home,Nursing and residential care facilities,Province of Ontario,,70,humberline drive,M9W7H3,toronto,on,,Toronto,3520005.0,35,43.73160489,-79.61744587,toronto,0.0011885451715744554,0.28463015907279626,0.8,31.43,674
3362,delmanor elgin mills,retirement home,Nursing and residential care facilities,Province of Ontario,,80,elgin mills road e,L4C0L3,richmond hill,on,,Richmond Hill,3519038.0,35,43.89114592,-79.43936142,richmond hill,0.2,0.3523359609002981,0.8,41.09,323
3363,delmanor glen abbey,retirement home,Nursing and residential care facilities,Province of Ontario,,1459,nottinghill gate,L6M4W1,oakville,on,,Oakville,3524001.0,35,43.44530143,-79.73083328,oakville,0.2,1.0,0.8,67.0,16
3364,delmanor northtown,retirement home,Nursing and residential care facilities,Province of Ontario,,5351,yonge street,M2N7L5,toronto,on,,Toronto,3520005.0,35,43.77540511,-79.4141526,toronto,0.0010636342553323433,0.4794689448005338,0.8,39.22,352
3365,delmanor prince edward,retirement home,Nursing and residential care facilities,Province of Ontario,,4180,dundas street w,M8X1X8,toronto,on,,Toronto,3520005.0,35,43.66125518,-79.51006583,toronto,0.00070546734324526,0.44690753323702737,0.8,37.9,412
3366,delmanor wynford,retirement home,Nursing and residential care facilities,Province of Ontario,,187,wynford drive,M3C0C7,toronto,on,,Toronto,3520005.0,35,43.7246323,-79.32618287,toronto,0.0025175853208748373,0.47027796383992626,0.8,38.9,363
3374,dixie bloor neighbourhood drop-in centre,community support service,Ambulatory health care services,Province of Ontario,,3650,dixie road,L4Y3V9,mississauga,on,,Mississauga,3521005.0,35,43.62129377,-79.60303445,mississauga,0.2,0.9671459372084982,0.5,58.19,164
3375,dixon hall,community support service,Ambulatory health care services,Province of Ontario,,58,sumach street,M5A3J7,toronto,on,,Toronto,3520005.0,35,43.65624799,-79.35890658,toronto,0.0010463855571470814,0.3439604628227381,0.5,26.3,831
3379,dom lipa,long-term care home,Nursing and residential care facilities,Province of Ontario,,52,neilson drive,M9C1V7,toronto,on,,Toronto,3520005.0,35,43.62949697,-79.56513824,toronto,0.0012200576842780894,0.3686622434921468,0.8,34.79,544
3382,don mills fht,family health team - contract,Ambulatory health care services,Province of Ontario,,35,foxden road,M3C2B2,toronto,on,,Toronto,3520005.0,35,43.7286232,-79.34204848,toronto,0.0026441248610732013,0.4011790464335379,0.5,28.64,774
3384,donway place,retirement home,Nursing and residential care facilities,Province of Ontario,,8,the donway e,M3C3R7,toronto,on,,Toronto,3520005.0,35,43.734248,-79.34066228,toronto,0.0026441248610732013,0.38193968336836515,0.8,35.37,520
3387,dorothy ley hospice,community support service,Ambulatory health care services,Province of Ontario,,170,sherway drive,M9C1A6,toronto,on,,Toronto,3520005.0,35,43.60806727,-79.55990744,toronto,0.01073592472810095,0.4244636153280434,0.5,29.85,725
3388,dorval medical associates family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,465,morden road,L6K3W6,oakville,on,,Oakville,3524001.0,35,43.44193983,-79.69414926,oakville,0.2,0.9808862646376707,0.5,58.74,150
3392,dowling rest home,retirement home,Nursing and residential care facilities,Province of Ontario,,124,dowling avenue,M6K3A6,toronto,on,,Toronto,3520005.0,35,43.63691448,-79.4389914,toronto,0.0005599204257701753,0.4705602153399905,0.8,38.84,367
3393,downsview long term care centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,3595,keele street,M3J1M7,toronto,on,,Toronto,3520005.0,35,43.7511842,-79.48559573,toronto,0.0016849939283539402,0.3235242936777204,0.8,33.0,620
3411,durham community health centre,community health centre,Hospitals,Province of Ontario,,115,grassmere avenue,L1H3X7,oshawa,on,,Oshawa,3518013.0,35,43.86928605,-78.84479043,oshawa,0.2,0.6084229041476552,1.0,56.34,187
3412,durham hospice,community support service,Ambulatory health care services,Province of Ontario,,1650,dundas street e,L1N2K8,whitby,on,,Whitby,3518009.0,35,43.88801015,-78.91036165,whitby,0.2,0.6168323293276856,0.5,44.17,280
3413,durham mental health services,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,1525,nichol avenue,L1N8R5,whitby,on,,Whitby,3518009.0,35,43.88199115,-78.91455045,whitby,0.2,0.4988325629335147,0.8,46.95,267
3414,durham region health department,public health unit office,Ambulatory health care services,Province of Ontario,,605,rossland road e,L1N0B2,whitby,on,,Whitby,3518009.0,35,43.89862715,-78.94031826,whitby,0.2,0.5610241005604903,0.5,41.94,308
3419,east end community health centre,children's treatment centre,Hospitals,Province of Ontario,,1619,queen street e,M4L1G4,toronto,on,,Toronto,3520005.0,35,43.66630519,-79.31630836,toronto,0.0003934392355217893,0.4483708050340291,1.0,42.95,295
3420,east gta family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,520,ellesmere road,M1R0B1,toronto,on,,Toronto,3520005.0,35,43.76296761,-79.29523607,toronto,0.0018149289476384477,0.33910339034004844,0.5,26.13,839
3423,east york meals on wheels,community support service,Ambulatory health care services,Province of Ontario,,2,thorncliffe park drive,M4H1H2,toronto,on,,Toronto,3520005.0,35,43.7065469,-79.35157538,toronto,0.021043870881420724,0.31224117660869133,0.5,25.73,846
3424,east york mental health counselling services agency,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,1245,danforth avenue,M4J1M8,toronto,on,,Toronto,3520005.0,35,43.68158869,-79.33065757,toronto,0.0005476796035600019,0.331782814600573,0.8,33.29,611
3431,eastview neighbourhood community centre,community support service,Ambulatory health care services,Province of Ontario,,86,blake street,M4J3C9,toronto,on,,Toronto,3520005.0,35,43.67506329,-79.33978307,toronto,0.00039287774829323285,0.282412874589408,0.5,23.81,886
3432,eatonville care centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,420,the east mall,M9B3Z9,toronto,on,,Toronto,3520005.0,35,43.64760318,-79.56046144,toronto,0.0015118765321954911,0.3902487814771674,0.8,35.66,511
3433,eden community homes,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,196,beverley street,M5T1Z1,toronto,on,,Toronto,3520005.0,35,43.65637419,-79.39509179,toronto,0.0010077302615016334,0.38618722733306216,0.8,35.48,516
3441,ehatare nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,40,old kingston road,M1E3J5,toronto,on,,Toronto,3520005.0,35,43.77551412,-79.18320493,toronto,0.0012545562501383813,0.39151318534233265,0.8,35.7,509
3442,ehatare retirement home,retirement home,Nursing and residential care facilities,Province of Ontario,,40,old kingston road,M1E3J5,toronto,on,,Toronto,3520005.0,35,43.77551412,-79.18320493,toronto,0.0012545562501383813,0.31573468675561317,0.8,32.67,629
3447,elginwood,long-term care home,Nursing and residential care facilities,Province of Ontario,,182,yorkland street,L4S2M9,richmond hill,on,,Richmond Hill,3519038.0,35,43.90172983,-79.44169122,richmond hill,0.2,0.3714169279786274,0.8,41.86,310
3448,elim springs retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,3838,bloor street w,M9B1L1,toronto,on,,Toronto,3520005.0,35,43.64126548,-79.53888573,toronto,0.0008460271734667857,0.4422679050088399,0.8,37.72,418
3452,elm grove living centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,35,elm grove avenue,M6K2J2,toronto,on,,Toronto,3520005.0,35,43.64031588,-79.4307008,toronto,0.0009557161245561177,0.4051104958703981,0.8,36.24,487
3456,emery-keelesdale,nurse practitioner led clinic,Ambulatory health care services,Province of Ontario,,2562,eglinton avenue w,M6M1T4,toronto,on,,Toronto,3520005.0,35,43.69098659,-79.47236762,toronto,0.0005664555797600641,0.44385330259309674,0.5,30.27,716
3470,erin mills lodge nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,2132,dundas street w,L5K2K7,mississauga,on,,Mississauga,3521005.0,35,43.53474615,-79.66736096,mississauga,0.2,0.8303891020719636,0.8,60.22,118
3480,estherville manor,retirement home,Nursing and residential care facilities,Province of Ontario,,10606,mclaughlin road n,L7A0C9,brampton,on,,Brampton,3521010.0,35,43.69601307,-79.79769042,brampton,0.2,0.6824564320416542,0.8,54.3,210
3481,etobicoke medical centre family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,400,the east mall,M9B3Z9,toronto,on,,Toronto,3520005.0,35,43.64655638,-79.56056694,toronto,0.0015118765321954911,0.38127013164818613,0.5,27.8,795
3482,etobicoke service for seniors,community support service,Ambulatory health care services,Province of Ontario,,2245,lawrence avenue w,M9P3W3,toronto,on,,Toronto,3520005.0,35,43.69710409,-79.52690243,toronto,0.0007226818495754124,0.40250451425647804,0.5,28.63,776
3483,etobicoke service for seniors (toronto central lhin),community support service,Ambulatory health care services,Province of Ontario,,2245,lawrence avenue w,M9P3W3,toronto,on,,Toronto,3520005.0,35,43.69710409,-79.52690243,toronto,0.0007226818495754124,0.45361870095609225,0.5,30.67,704
3484,evans house,retirement home,Nursing and residential care facilities,Province of Ontario,,63,evans avenue,M8Z1H4,toronto,on,,Toronto,3520005.0,35,43.62017967,-79.50327902,toronto,0.0007421024732676817,0.4246266854241111,0.8,37.01,454
3485,evergreen retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,820,scollard court,L5V0A1,mississauga,on,,Mississauga,3521005.0,35,43.59259706,-79.67056277,mississauga,0.2,0.8376504042567192,0.8,60.51,114
3487,extendicare bayview,long-term care home,Nursing and residential care facilities,Province of Ontario,,550,cummer avenue,M2K2M2,toronto,on,,Toronto,3520005.0,35,43.79341251,-79.3906724,toronto,0.001706377464731473,0.394263525872558,0.8,35.83,503
3488,extendicare brampton,long-term care home,Nursing and residential care facilities,Province of Ontario,,7891,mclaughlin road,L6Y5H8,brampton,on,,Brampton,3521010.0,35,43.65536347,-79.7356338,brampton,0.2,0.847731123310336,0.8,60.91,108
3491,extendicare guildwood,long-term care home,Nursing and residential care facilities,Province of Ontario,,60,guildwood parkway,M1E1N9,toronto,on,,Toronto,3520005.0,35,43.74686311,-79.20313123,toronto,0.001287627415152587,0.4271243766935122,0.8,37.13,448
3504,extendicare mississauga,long-term care home,Nursing and residential care facilities,Province of Ontario,,855,john watt boulevard,L5W1G2,mississauga,on,,Mississauga,3521005.0,35,43.63238897,-79.72791359,mississauga,0.2,0.9243016543128226,0.8,63.97,69
3506,extendicare oshawa,long-term care home,Nursing and residential care facilities,Province of Ontario,,82,park road n,L1J4L1,oshawa,on,,Oshawa,3518013.0,35,43.89733765,-78.87514724,oshawa,0.2,0.5834178379551105,0.8,50.34,251
3510,extendicare rouge valley,long-term care home,Nursing and residential care facilities,Province of Ontario,,551,conlins road,M1B5S1,toronto,on,,Toronto,3520005.0,35,43.80332132,-79.18867764,toronto,0.0063435212446804915,0.45566496638505943,0.8,38.45,386
3511,extendicare scarborough,long-term care home,Nursing and residential care facilities,Province of Ontario,,3830,lawrence avenue e,M1G1R6,toronto,on,,Toronto,3520005.0,35,43.76375641,-79.21012454,toronto,0.001035359743204352,0.43511117566437985,0.8,37.44,428
3526,fairfield residence,retirement home,Nursing and residential care facilities,Province of Ontario,,10,fairfield avenue,M8V2H9,toronto,on,,Toronto,3520005.0,35,43.59791447,-79.52347352,toronto,0.0009755972437376827,0.32067718114769717,0.8,32.86,622
3531,fairview lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,632,dundas street w,L1N5S3,whitby,on,,Whitby,3518009.0,35,43.87912064,-78.95110927,whitby,0.2,0.4984118088852568,0.8,46.94,269
3532,fairview lodge (the regional municipality of durham),community support service,Ambulatory health care services,Province of Ontario,,605,rossland road e,L1N6A3,whitby,on,,Whitby,3518009.0,35,43.89862715,-78.94031826,whitby,0.2,0.6287715746715201,0.5,44.65,277
3537,fairview nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,14,cross street,M6J1S8,toronto,on,,Toronto,3520005.0,35,43.64812078,-79.4285026,toronto,0.00048742127960311,0.4096888832346003,0.8,36.4,481
3539,faith manor nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,7900,mclaughlin road s,L6Y5A7,brampton,on,,Brampton,3521010.0,35,43.65401717,-79.7413989,brampton,0.2,0.696884932949186,0.8,54.88,201
3540,faith place,community support service,Ambulatory health care services,Province of Ontario,,44,william street w,L1G1J9,oshawa,on,,Oshawa,3518013.0,35,43.89998245,-78.86653234,oshawa,0.2,0.5810278367492738,0.5,42.74,301
3541,family association for mental health everywhere (fame),mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,7700,hurontario street,L6Y4M3,brampton,on,,Brampton,3521010.0,35,43.65860057,-79.72630969,brampton,0.2,0.8736961639205353,0.8,61.95,90
3548,family service toronto,senior active living centre,Nursing and residential care facilities,Province of Ontario,,355,church street,M5B1Z8,toronto,on,,Toronto,3520005.0,35,43.66039509,-79.37858618,toronto,0.001825855253902332,0.43227075089799455,0.8,37.35,430
3557,fieldstone commons care community,long-term care home,Nursing and residential care facilities,Province of Ontario,,1000,ellesmere road,M1P5G2,toronto,on,,Toronto,3520005.0,35,43.76728591,-79.27793126,toronto,0.009993626414258938,0.4586315248802859,0.8,38.7,374
3558,fife house,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,490,sherbourne street,M4X1K9,toronto,on,,Toronto,3520005.0,35,43.66765829,-79.37508638,toronto,0.0014893402435249875,0.31111731349137633,0.8,32.5,633
3559,fife house foundation,community support service,Ambulatory health care services,Province of Ontario,,490,sherbourne street,M4X1K9,toronto,on,,Toronto,3520005.0,35,43.66765829,-79.37508638,toronto,0.0014893402435249875,0.45942789698026043,0.5,30.93,695
3564,flemingdon health centre,children's treatment centre,Hospitals,Province of Ontario,,10,gateway boulevard,M3C3A1,toronto,on,,Toronto,3520005.0,35,43.70983,-79.33261657,toronto,0.004515605745885278,0.30227731943914854,1.0,37.25,439
3568,forest hill place,retirement home,Nursing and residential care facilities,Province of Ontario,,645,castlefield avenue,M5N3A5,toronto,on,,Toronto,3520005.0,35,43.70622009,-79.4252491,toronto,0.0011694545790858295,0.4323149975551918,0.8,37.33,432
3575,forum italia community services - micba,community support service,Ambulatory health care services,Province of Ontario,,155,forum drive,L4Z3M9,mississauga,on,,Mississauga,3521005.0,35,43.61192657,-79.65063147,mississauga,0.2,0.9866156411185603,0.5,58.96,144
3576,fosterbrooke,long-term care home,Nursing and residential care facilities,Province of Ontario,,330,king street w,L1B1G9,toronto,on,,Toronto,3520005.0,35,43.64665448,-79.39003029,toronto,0.0015115066305944143,0.4061545191202785,0.8,36.3,484
3577,fountain view care community,long-term care home,Nursing and residential care facilities,Province of Ontario,,1800,oconnor drive,M4A1W7,toronto,on,,Toronto,3520005.0,35,43.7205599,-79.30496586,toronto,0.001460224637563577,0.4804240383073637,0.8,39.27,349
3582,four elms retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,1500,steeles avenue w,L4J4H6,vaughan,on,,Vaughan,3519028.0,35,43.7877523,-79.46946902,vaughan,0.010141750581249111,0.05,0.8,22.35,890
3592,fred victor centre,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,444,young street,M5B2H4,toronto,on,,Toronto,3520005.0,35,43.66070949,-79.38355728,toronto,0.001825855253902332,0.4106135835260313,0.8,36.49,476
3595,friends & advocates peel,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,239,queen street e,L6W2B6,brampton,on,,Brampton,3521010.0,35,43.69622638,-79.7472506,brampton,0.2,0.810523809432145,0.8,59.42,134
3596,friuli terrace (friuli benevolent corp / friuli),community support service,Ambulatory health care services,Province of Ontario,,60,friuli court,L4L8G8,vaughan,on,,Vaughan,3519028.0,35,43.76625,-79.57303415,vaughan,0.025954499173925352,0.05522522848353589,0.5,15.62,906
3598,fudger house,long-term care home,Nursing and residential care facilities,Province of Ontario,,439,sherbourne street,M4X1K6,toronto,on,,Toronto,3520005.0,35,43.66633069,-79.37402148,toronto,0.0007787612394965262,0.391009337190664,0.8,35.67,510
3601,garden court nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,1,sand beach road,M8V2W2,toronto,on,,Toronto,3520005.0,35,43.60195707,-79.49680752,toronto,0.0005543273580513547,0.31004874648548203,0.8,32.42,634
3613,george brown college,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,200,king street e,M5A3W8,toronto,on,,Toronto,3520005.0,35,43.65124129,-79.37027698,toronto,0.0026069682205796495,0.39332827833316897,0.8,35.82,504
3614,george herman house,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,158,madison avenue,M5R2S5,toronto,on,,Toronto,3520005.0,35,43.67398969,-79.40582219,toronto,0.0005542539159692335,0.3027510788374501,0.8,32.13,644
3629,gerstein crisis centre,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,24,silverview drive,M2M2B3,toronto,on,,Toronto,3520005.0,35,43.78638301,-79.4118822,toronto,0.001111524486172096,0.4662221872026295,0.8,38.69,375
3643,glynnwood,retirement home,Nursing and residential care facilities,Province of Ontario,,7700,bayview avenue,L3T5W1,markham,on,,Markham,3519036.0,35,43.81983661,-79.40361491,markham,0.001113322733919423,0.05,0.8,22.04,894
3659,good shepherd ministries,community support service,Ambulatory health care services,Province of Ontario,,412,queen street e,M5A1T3,toronto,on,,Toronto,3520005.0,35,43.65615969,-79.36252578,toronto,0.0010463855571470814,0.42111184694899584,0.5,29.38,737
3661,good shepherd refuge social ministries,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,412,queen street e,M5A1T3,toronto,on,,Toronto,3520005.0,35,43.65615969,-79.36252578,toronto,0.0010463855571470814,0.38964491533433976,0.8,35.62,513
3664,"governing council of the salvation army in canada, the",mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,78,admiral road,M5R2L6,toronto,on,,Toronto,3520005.0,35,43.67333259,-79.40135009,toronto,0.0009172277538361495,0.41015845806588325,0.8,36.44,480
